CODE,NAME,MALE_POPULATION,FEMALE_POPULATION,TOTAL_POPULATION
1217,SAMOSIR ,59396,60254,119650
1217010,SIANJUR MULA MULA,4602,4529,9131
1217020,HARIAN,3867,3974,7841
1217030,SITIO-TIO,3532,3589,7121
1217040,ONAN RUNGGU,5099,5182,10281
1217050,NAINGGOLAN,5818,5952,11770
1217060,PALIPI,7937,8126,16063
1217070,RONGGUR NIHUTA,4124,4217,8341
1217080,PANGURURAN,14736,14989,29725
1217090,SIMANINDO,9681,9696,19377
1218,SERDANG BEGADAI,298130,295673,593803
1218010,KOTARIH,4054,3925,7979
1218011,SILINDA,3840,3824,7664
1218012,BINTANG BAYU,5359,5218,10577
1218020,DOLOK MASIHUL,23786,24393,48179
1218021,SERBAJADI,9676,9862,19538
1218030,SIPISPIS,16068,15465,31533
1218040,DOLOK MERAWAN,8586,8459,17045
1218050,TEBINGTINGGI,20072,20157,40229
1218051,TEBING SYAHBANDAR,16130,16048,32178
1218060,BANDAR KHALIPAH,12305,12431,24736
1218070,TANJUNG BERINGIN,18851,18021,36872
1218080,SEI RAMPAH,31990,31515,63505
1218081,SEI BAMBAN,21364,21382,42746
1218090,TELUK MENGKUDU,20709,20428,41137
1218100,PERBAUNGAN,49790,49731,99521
1218101,PEGAJAHAN,13523,13177,26700
1218110,PANTAI CERMIN,21605,21178,42783
99,LAINNYA,422,459,881
1219,BATU BARA,188456,186079,374535
1219010,SEI BALAI,13357,13378,26735
1219020,TANJUNG TIRAM,32233,30559,62792
1219030,TALAWI,27047,26459,53506
1219040,LIMAPULUH,42312,42707,85019
1219050,AIR PUTIH,22913,23289,46202
1219060,SEI SUKA,26398,26149,52547
1219070,MEDANG DERAS,24196,23538,47734
1220,PADANG LAWAS UTARA,112098,110951,223049
1220010,BATANG ONANG,6326,6487,12813
1220020,PADANG BOLAK JULU,4823,5101,9924
1220030,PORTIBI,11462,11763,23225
1220040,PADANG BOLAK,28871,29414,58285
1220050,SIMANGAMBAT,24058,22673,46731
1220060,HALONGONAN,14603,14335,28938
1220070,DOLOK ,11505,11009,22514
1220080,DOLOK SIGOMPULON,8109,7815,15924
1220090,HULU SIHAPAS,2341,2354,4695
1221,PADANG LAWAS,111587,111893,223480
1221010,SOSOPAN,4613,4522,9135
1221020,ULU BARUMUN,6829,7038,13867
1221030,BARUMUN,24391,25862,50253
1221040,LUBUK BARUMUN,8092,8137,16229
1221050,SOSA,15854,15796,31650
1221060,BATANG LUBU SUTAM,5988,5899,11887
1221070,HUTA RAJA TINGGI,20318,18945,39263
1221080,HURISTAK,9848,9632,19480
1221090,BARUMUN TENGAH,15654,16062,31716
1222,LABUHANBATU SELATAN,141415,136134,277549
1222010,SUNGAI KANAN,22954,22328,45282
1222020,TORGAMBA,50216,47902,98118
1222030,KOTA PINANG,27479,26584,54063
1222040,SILANGKITANG,14359,13849,28208
1222050,KAMPUNG RAKYAT,26407,25471,51878
1223,LABUHANBATU UTARA,167551,164109,331660
1223010,NA IX-X,25214,24600,49814
1223020,MARBAU,19209,18984,38193
1223030,AEK KUO,14597,14379,28976
1223040,AEK NATAS,16744,16515,33259
1223050,KUALUH SELATAN,28507,28061,56568
1223060,KUALUH HILIR,16098,15502,31600
1223070,KUALUH HULU,32588,32050,64638
1223080,KUALUH LEIDONG,14594,14018,28612
1224,NIAS UTARA,63107,64423,127530
1224010,TUGALA OYO,3025,3065,6090
1224020,ALASA,9445,9780,19225
1224030,ALASA TALU MUZOI,3237,3219,6456
1224040,NAMOHALU ESIWA,5994,6152,12146
1224050,SITOLU ORI,5712,5691,11403
1224060,TUHEMBERUA,5133,5243,10376
1224070,SAWO,4744,4889,9633
1224080,LOTU,5530,5684,11214
1224090,LAHEWA TIMUR,4944,4914,9858
1224100,AFULU,5162,5353,10515
1224110,LAHEWA,10181,10433,20614
1225,NIAS BARAT,38982,42479,81461
1225010,SIROMBU,4614,4899,9513
1225020,LAHOMI,3555,4011,7566
1225030,ULU MORO O,3494,3867,7361
1225040,LOLOFITU MOI ,6479,7212,13691
1225050,MANDREHE UTARA,3791,4132,7923
1225060,MANDREHE,8915,9794,18709
1225070,MANDREHE BARAT,3559,3689,7248
1225080,MORO O,4575,4875,9450
1271,KOTA SIBOLGA,42343,42101,84444
1271010,SIBOLGA UTARA,9919,10063,19982
1271020,SIBOLGA KOTA,7016,7285,14301
1271030,SIBOLGA SELATAN,15203,14880,30083
1271031,SIBOLGA SAMBAS,10205,9873,20078
1272,KOTA TANJUNG BALAI,77873,76553,154426
1272010,DATUK BANDAR,16933,16825,33758
1272011,DATUK BANDAR TIMUR,13883,13047,26930
1272020,TANJUNG BALAI SELATAN,9381,9911,19292
1272030,TANJUNG BALAI UTARA,8072,7918,15990
1272040,SEI TUALANG RASO,11473,11257,22730
1272050,TELUK NIBUNG,18131,17595,35726
1273,KOTA PEMATANG SIANTAR,114410,120475,234885
1273010,SIANTAR MARIHAT,8779,9066,17845
1273011,SIANTAR MARIMBUN,7082,7549,14631
1273020,SIANTAR SELATAN,8083,8999,17082
1273030,SIANTAR BARAT,17088,17884,34972
1273040,SIANTAR UTARA,22386,24057,46443
1273050,SIANTAR TIMUR,18365,20313,38678
1273060,SIANTAR MARTOBA,19203,19285,38488
1273061,SIANTAR SITALASARI,13424,13322,26746
1274,KOTA TEBING TINGGI,71845,73335,145180
1274010,PADANG HULU,13180,13582,26762
1274011,TEBING TINGGI KOTA,11717,12303,24020
1274020,RAMBUTAN,15442,15939,31381
1274021,BAJENIS,16467,16620,33087
1274030,PADANG HILIR,15039,14891,29930
1275,KOTA MEDAN,1040680,1068659,2109339
1275010,MEDAN TUNTUNGAN,39729,42245,81974
1275020,MEDAN JOHOR,60912,62557,123469
1275030,MEDAN AMPLAS,58320,59456,117776
1275040,MEDAN DENAI,71346,70496,141842
1275050,MEDAN AREA,47590,48801,96391
1275060,MEDAN KOTA,35258,37603,72861
1275070,MEDAN MAIMUN,19402,20517,39919
1275080,MEDAN POLONIA,25897,26655,52552
1275090,MEDAN BARU,18838,23351,42189
1275100,MEDAN SELAYANG ,48587,50780,99367
1275110,MEDAN SUNGGAL,55164,57262,112426
1275120,MEDAN HELVETIA,70884,73598,144482
1275130,MEDAN PETISAH,29590,32572,62162
1275140,MEDAN BARAT,34596,36117,70713
1275150,MEDAN TIMUR,52438,55970,108408
1275160,MEDAN PERJUANGAN,45171,48791,93962
1275170,MEDAN TEMBUNG,65760,69003,134763
1275180,MEDAN DELI,84671,82521,167192
1275190,MEDAN LABUHAN,56795,54696,111491
1275200,MEDAN MARELAN,70903,68917,139820
1275210,MEDAN KOTA BELAWAN,48829,46751,95580
1276,KOTA BINJAI,122783,123227,246010
1276010,BINJAI SELATAN,23958,24435,48393
1276020,BINJAI KOTA,14714,15406,30120
1276030,BINJAI TIMUR,26793,27113,53906
1276040,BINJAI UTARA,35312,35168,70480
1276050,BINJAI BARAT,22006,21105,43111
1277,KOTA PADANGSIDIMPUAN,93354,98200,191554
1277010,PADANGSIDIMPUAN TENGGARA,14382,15436,29818
1277020,PADANGSIDIMPUAN SELATAN,30040,30908,60948
1277030,PADANGSIDIMPUAN BATUNADUA,9059,9161,18220
1277040,PADANGSIDIMPUAN UTARA,28590,31097,59687
1277050,PADANGSIDIMPUAN HUTAIMBARU,7575,7797,15372
1277051,PADANGSIDIMPUAN ANGKOLA JULU,3708,3801,7509
1278,KOTA GUNUNGSITOLI,61651,63915,125566
1278010,GUNUNGSITOLI IDANOI,10479,10895,21374
1278020,GUNUNGSITOLI SELATAN,6699,7076,13775
1278030,GUNUNGSITOLI BARAT,3561,3866,7427
1278040,GUNUNG SITOLI,30036,30133,60169
1278050,GUNUNGSITOLI ALO OA,3172,3541,6713
1278060,GUNUNGSITOLI UTARA,7704,8404,16108
1300,SUMATERA BARAT,2404472,2441526,4845998
1301,KEP MENTAWAI,39629,36792,76421
1301011,PAGAI SELATAN,4593,4188,8781
1301012,SIKAKAP,4965,4585,9550
1301013,PAGAI UTARA,2655,2477,5132
1301021,SIPORA SELATAN,4431,4118,8549
1301022,SIPORA UTARA,4809,4429,9238
1301030,SIBERUT SELATAN,4370,4105,8475
1301031,SEBERUT BARAT DAYA,3156,2924,6080
1301032,SIBERUT TENGAH,3135,2936,6071
1301040,SIBERUT UTARA,4010,3784,7794
1301041,SIBERUT BARAT,3505,3246,6751
1302,PESISIR SELATAN,212640,217059,429699
1302010,LUNANG SILAUT,15599,14767,30366
1302020,BASA AMPEK BALAI TAPAN,12776,12933,25709
1302030,PANCUNG SOAL,19017,18426,37443
1302040,LINGGO SARI BAGANTI,21120,21176,42296
1302050,RANAH PESISIR,14613,15477,30090
1302060,LENGAYANG,25233,26419,51652
1302070,SUTERA,22912,23088,46000
1302080,BATANG KAPAS,15085,15718,30803
1302090,IV JURAI,21382,21972,43354
1302100,BAYANG ,17633,19066,36699
1302101,IV NAGARI BAYANG UTARA,3467,3805,7272
1302110,KOTO XI TARUSAN,23803,24212,48015
1303,SOLOK,172004,176987,348991
1303040,PANTAI CERMIN,10006,10387,20393
1303050,LEMBAH GUMANTI,26802,26808,53610
1303051,HILIRAN GUMANTI,8087,8003,16090
1303060,PAYUNG SEKAKI,4085,4035,8120
1303061,TIGO LURAH BAJANJANG,4742,4817,9559
1303070,LEMBANG JAYA,12780,12941,25721
1303071,DANAU KEMBAR,9442,9474,18916
1303080,GUNUNG TALANG,23130,23564,46694
1303090,BUKIT SUNDI,10940,11765,22705
1303100,IX KOTO SUNGAI LASI,4819,4846,9665
1303110,KUBUNG,27299,27967,55266
1303120,X KOTO DIATAS,8813,9843,18656
1303130,X KOTO SINGKARAK,15304,16189,31493
1303140,JUNJUNG SIRIH,5755,6348,12103
1304,SIJUNJUNG,100759,100868,201627
1304050,KAMANG BARU,21055,20360,41415
1304060,TANJUNG GADANG,11247,11572,22819
1304070,SIJUNJUNG,20395,20577,40972
1304071,LUBUK TAROK,6926,7164,14090
1304080,IV NAGARI,6980,7057,14037
1304090,KUPITAN,6078,6452,12530
1304100,KOTO TUJUH,16531,16365,32896
1304110,SUMPUR KUDUS,11547,11321,22868
1305,TANAH DATAR,164857,173727,338584
1305010,SEPULUH KOTO,20563,21515,42078
1305020,BATIPUH,14431,15447,29878
1305021,BATIPUH SELATAN,4984,5404,10388
1305030,PARIANGAN,9494,10037,19531
1305040,RAMBATAN,16128,17367,33495
1305050,LIMA KAUM,17410,18383,35793
1305060,TANJUNG EMAS,10719,11161,21880
1305070,PADANG GANTING,6508,7077,13585
1305080,LINTAU BUO,8753,8829,17582
1305081,LINTAU BUO UTARA,17101,17630,34731
1305090,SUNGAYANG,8185,8729,16914
1305100,SUNGAI TARAB,14324,14906,29230
1305110,SALIMPAUNG,10066,10672,20738
1305111,TANJUNG BARU,6191,6570,12761
1306,PADANG PARIAMAN,191496,198708,390204
1306010,BATANG ANAI ,21904,21737,43641
1306020,LUBUK ALUNG,21580,21307,42887
1306021,SINTUK TOBOH GADANG,8806,8901,17707
1306030,ULAKAN TAPAKIS,9005,9903,18908
1306040,NAN SABARIS,12797,13842,26639
1306050,2X11 ENAM LINGKUNG,9030,9283,18313
1306051,ENAM LINGKUNG,9318,9536,18854
1306052,2X11 KAYU TANAM,12665,12907,25572
1306060,VII KOTO SEI SARIAK,16017,17546,33563
1306061,PATAMUAN,7686,7898,15584
1306062,PADANG SAGO,3740,4200,7940
1306070,V KOTO KAMPUNG DALAM,11062,11094,22156
1306071,V KOTO TIMUR,6838,7251,14089
1306080,SUNGAI LIMAU,13663,14136,27799
1306081,BATANG GASAN,4976,5168,10144
1306090,SUNGAI GERINGGING,13895,15093,28988
1306100,IV KOTO AUR MALINTANG,8514,8906,17420
1307,AGAM,223544,231940,455484
1307010,TANJUNG MUTIARA,14312,13999,28311
1307020,LUBUK BASUNG,33891,34307,68198
1307021,IV NAGARI,11546,11024,22570
1307030,TANJUNG RAYA,16507,16800,33307
1307040,MATUR,8216,8728,16944
1307050,IV KOTO,10942,12094,23036
1307051,MALALAK,4536,4763,9299
1307061,BANUHAMPU,17242,18817,36059
1307062,SUNGAI PUA,11132,11910,23042
1307070,IV ANGKAT CANDUNG,21293,22054,43347
1307071,CANDUANG,10531,11355,21886
1307080,BASO,16067,16949,33016
1307090,TILATANG KAMANG,16370,17657,34027
1307091,KAMANG MAGEK,9599,10373,19972
1307100,PALEMBAYAN,14863,14563,29426
1307110,PALUPUH,6497,6547,13044
1308,LIMA PULUH KOTA,172507,175742,348249
1308010,PAYAKUMBUH,15891,16272,32163
1308011,AKABILURU,12537,12831,25368
1308020,LUAK,12506,12975,25481
1308021,LAREH SAGO HALABAN,17179,17535,34714
1308022,SITUJUAH LIMO NAGARI,9919,10402,20321
1308030,HARAU,23313,23381,46694
1308040,GUGUAK,16468,17492,33960
1308041,MUNGKA,12319,12681,25000
1308050,SULIKI,6904,7394,14298
1308051,BUKIK BARISAN,10733,11192,21925
1308060,GUNUANG OMEH ,6258,6259,12517
1308070,KAPUR IX,14108,13386,27494
1308080,PANGKALAN KOTO BARU,14372,13942,28314
1309,PASAMAN,125289,127692,252981
1309070,BONJOL,11616,11558,23174
1309071,TIGO NAGARI,11645,11340,22985
1309072,SIMPANG ALAHAN MATI,5254,5235,10489
1309080,LUBUK SIKAPING,21509,21979,43488
1309100,DUA KOTO,12037,12545,24582
1309110,PANTI,17502,17896,35398
1309111,PADANG GELUGUR,10397,10917,21314
1309121,RAO,10861,11305,22166
1309122,MAPAT TUNGGUL,4458,4407,8865
1309123,MAPAT TUNGGUL SELATAN,4271,4255,8526
1309124,RAO SELATAN,10645,11058,21703
1309125,RAO UTARA,5094,5197,10291
1310,SOLOK SELATAN,72614,71622,144236
1310010,SANGIR,19371,18830,38201
1310020,SANGIR JUJUAN,5820,5717,11537
1310021,SANGIR BALAI JANGGO,8380,7334,15714
1310030,SANGIR BATANG HARI,6590,6426,13016
1310040,SUNGAI PAGU,13778,14624,28402
1310041,PAUAH DUO,7371,7500,14871
1310050,KOTO PARIK GADANG DIATEH,11304,11191,22495
1311,DHARMASRAYA,98871,92406,191277
1311010,SUNGAI RUMBAI,9441,8590,18031
1311011,KOTO BESAR,11842,11013,22855
1311012,ASAM JUJUHAN,5665,4876,10541
1311020,KOTO BARU,14669,14019,28688
1311021,KOTO SALAK,7658,7395,15053
1311022,TIUMANG,5712,5381,11093
1311023,PADANG LAWEH,2839,2529,5368
1311030,SITIUNG,11850,11241,23091
1311031,TIMPEH,6923,6533,13456
1311040,PULAU PUNJUNG,18564,17204,35768
1311041,IX KOTO,3708,3625,7333
1312,PASAMAN BARAT,183828,180759,364587
1312010,SUNGAI BEREMAS,11452,10932,22384
1312020,RANAH BATAHAN,11754,11530,23284
1312030,KOTO BALINGKA,13096,13014,26110
1312040,SUNGAI AUR,15560,15248,30808
1312050,LEMBAH MALINTANG,20714,21236,41950
1312060,GUNUNG TULEH,10069,10191,20260
1312070,TALAMAU,12971,12836,25807
1312080,PASAMAN,31812,31073,62885
1312090,LUHAK NAN DUO ,18815,18527,37342
1312100,SASAK RANAH PASISIE,6735,6498,13233
1312110,KINALI,30850,29674,60524
1371,KOTA PADANG,415235,418349,833584
1371010,BUNGUS TELUK KABUNG,11913,11287,23200
1371020,LUBUK KILANGAN,24756,24371,49127
1371030,LUBUK BEGALUNG,53906,52559,106465
1371040,PADANG SELATAN,28935,28741,57676
1371050,PADANG TIMUR,38588,39087,77675
1371060,PADANG BARAT,22810,22511,45321
1371070,PADANG UTARA,32641,36169,68810
1371080,NANGGALO,27585,29636,57221
1371090,KURANJI,62785,63735,126520
1371100,PAUH,29642,29433,59075
1371110,KOTO TANGAH,81674,80820,162494
1372,KOTA SOLOK,29261,30056,59317
1372010,LUBUK SIKARAH,16119,16486,32605
1372020,TANJUNG HARAPAN,13142,13570,26712
1373,KOTA SAWAHLUNTO,28127,28685,56812
1373010,SILUNGKANG,5053,5067,10120
1373020,LEMBAH SEGAR,5884,6280,12164
1373030,BARANGIN,8304,8548,16852
1373040,TALAWI,8886,8790,17676
1374,KOTA PADANG PANJANG,23290,23718,47008
1374010,PADANG PANJANG BARAT,13658,13979,27637
1374020,PADANG PANJANG TIMUR,9632,9739,19371
1375,KOTA BUKITTINGGI,53745,57209,110954
1375010,GUGUK PANJANG,20130,21400,41530
1375020,MANDIANGIN KOTO SELAYAN,22015,22778,44793
1375030,AUR BIRUGO TIGO BALEH,11600,13031,24631
1376,KOTA PAYAKUMBUH,57890,59020,116910
1376010,PAYAKUMBUH BARAT,22676,23241,45917
1376011,PAYAKUMBUH SELATAN,4634,4767,9401
1376020,PAYAKUMBUH TIMUR,12088,12389,24477
1376030,PAYAKUMBUH UTARA,14200,14280,28480
1376031,PAYAKUMBUH LAMPOSI TIGO NAGORI,4292,4343,8635
1377,KOTA PARIAMAN,38886,40187,79073
1377010,PARIAMAN SELATAN,7828,8203,16031
1377020,PARIAMAN TENGAH,14428,14552,28980
1377021,PARIAMAN TIMUR,7319,7576,14895
1377030,PARIAMAN UTARA,9311,9856,19167
1400,RIAU,2854989,2688042,5543031
1401,KUANTAN SINGINGI,149368,141676,291044
1401010,KUANTAN MUDIK,16156,15333,31489
1401011,HULU KUANTAN,4089,3943,8032
1401012,GUNUNG TOAR,6236,6112,12348
1401020,SINGINGI,15180,13613,28793
1401021,SINGINGI HILIR,18628,16539,35167
1401030,KUANTAN TENGAH,26955,25911,52866
1401040,BENAI,16392,15893,32285
1401050,KUANTAN HILIR,13226,12872,26098
1401051,PANGEAN,8475,8625,17100
1401052,LOGAS TANAH DARAT,9757,8930,18687
1401060,CERENTI,7103,6801,13904
1401061,INUMAN,7171,7104,14275
1402,INDRAGIRI HULU,186989,175972,362961
1402010,PERANAP,14501,13659,28160
1402011,BATANG PERANAP,4676,4318,8994
1402020,SEBERIDA,24242,22114,46356
1402021,BATANG CENAKU,14856,13552,28408
1402022,BATANG GANSAL,14145,12646,26791
1402030,KELAYANG,10723,10570,21293
1402031,RAKIT KULIM,10186,9646,19832
1402040,PASIR PENYU ,15610,15124,30734
1402041,LIRIK,12176,11263,23439
1402042,SUNGAI LALA,6622,6330,12952
1402043,LUBUK BATU JAYA,9762,8819,18581
1402050,RENGAT BARAT,20478,19055,39533
1402060,RENGAT,22970,23136,46106
1402061,KUALA CENAKU,6042,5740,11782
1403,INDRAGIRI HILIR,340299,322006,662305
1403010,KERITANG,31223,30230,61453
1403011,KEMUNING,15420,14236,29656
1403020,RETEH,21091,21120,42211
1403021,SUNGAI BATANG,5966,5860,11826
1403030,ENOK,17051,15917,32968
1403040,TANAH MERAH,15274,14674,29948
1403050,KUALA INDRAGIRI,9556,9132,18688
1403051,CONCONG,6541,6263,12804
1403060,TEMBILAHAN,35074,34450,69524
1403061,TEMBILAHAN HULU,21438,21216,42654
1403070,TEMPULING,15139,14395,29534
1403071,KEMPAS,16845,15757,32602
1403080,BATANG TUAKA,13597,12720,26317
1403090,GAUNG ANAK SERKA,10751,10588,21339
1403100,GAUNG,19894,18665,38559
1403110,MANDAH,19580,18988,38568
1403120,KATEMAN,22832,20981,43813
1403121,PELANGIRAN,23191,18941,42132
1403122,TELUK BELENGKONG,8393,7731,16124
1403123,PULAU BURUNG,11443,10142,21585
1404,PELALAWAN,159247,143774,303021
1404010,LANGGAM,11522,10504,22026
1404011,PANGKALAN KERINCI,36368,33180,69548
1404012,BANDAR SEIKIJANG,9049,8032,17081
1404020,PANGKALAN KURAS,24018,21562,45580
1404021,UKUI,17636,15276,32912
1404022,PANGKALAN LESUNG,13355,11899,25254
1404030,BUNUT,6052,5636,11688
1404031,PELALAWAN,8233,7158,15391
1404032,BANDAR PETALANGAN,6520,6174,12694
1404040,KUALA KAMPAR,9200,8423,17623
1404041,KERUMUTAN,10014,9153,19167
1404042,TELUK MERANTI,7280,6777,14057
1405,SIAK,196814,180418,377232
1405010,MINAS,13520,12320,25840
1405011,SUNGAI MANDAU,3748,3473,7221
1405012,KANDIS,30638,28143,58781
1405020,SIAK ,11190,10233,21423
1405021,KERINCI KANAN,11984,10855,22839
1405022,TUALANG,54710,49281,103991
1405023,DAYUN,14002,12554,26556
1405024,LUBUK DALAM,8755,8258,17013
1405025,KOTO GASIB,9491,9111,18602
1405026,MEMPURA,7310,6798,14108
1405030,SUNGAI APIT,12831,12230,25061
1405031,BUNGA RAYA,10901,10015,20916
1405032,SABAK AUH,5052,4794,9846
1405033,PUSAKO,2682,2353,5035
1406,KAMPAR,353787,332243,686030
1406010,KAMPAR KIRI,13611,12577,26188
1406011,KAMPAR KIRI HULU,5361,5187,10548
1406012,KAMPAR KIRI HILIR,5316,4842,10158
1406013,GUNUNG SAHILAN,9183,8169,17352
1406014,KAMPAR KIRI TENGAH,12401,11220,23621
1406020,XIII KOTO KAMPAR,19248,18229,37477
1406030,BANGKINANG BARAT,11163,10952,22115
1406031,SALO,11642,11175,22817
1406040,TAPUNG,42927,39096,82023
1406041,TAPUNG HULU,36880,33426,70306
1406042,TAPUNG HILIR,27100,24862,51962
1406050,BANGKINANG,17743,16900,34643
1406051,BANGKINANG SEBERANG,14736,14471,29207
1406060,KAMPAR,22314,22183,44497
1406061,KAMPAR TIMUR,10742,10502,21244
1406062,RUMBIO JAYA,7685,7470,15155
1406063,KAMPAR UTARA,7468,7491,14959
1406070,TAMBANG,25820,24566,50386
1406080,SIAK HULU,44372,41550,85922
1406081,PERHENTIAN RAJA,8075,7375,15450
1407,ROKAN HULU,245636,229375,475011
1407010,ROKAN IV KOTO,10333,9924,20257
1407011,PENDALIAN IV KOTO,5677,5016,10693
1407020,TANDUN,13176,12510,25686
1407021,KABUN,11603,10538,22141
1407022,UJUNG BATU,20897,19813,40710
1407030,RAMBAH SAMO,14134,13070,27204
1407040,RAMBAH,21237,20153,41390
1407041,RAMBAH HILIR,17580,16777,34357
1407042,BANGUN PURBA,7977,7597,15574
1407050,TAMBUSAI,27066,25945,53011
1407051,TAMBUSAI UTARA,38392,35432,73824
1407060,KEPENUHAN,10566,9892,20458
1407061,KEPENUHAN HULU ,8149,7614,15763
1407070,KUNTO DARUSSALAM,20729,18790,39519
1407071,PAGARAN TAPAH DARUSSALAM,7586,7101,14687
1407072,BONAI DARUSSALAM,10534,9203,19737
1408,BENGKALIS,257200,241184,498384
1408010,MANDAU,113422,105347,218769
1408011,PINGGIR,40686,37863,78549
1408020,BUKIT BATU,15558,14772,30330
1408021,SIAK KECIL,9677,9016,18693
1408030,RUPAT,15742,14843,30585
1408031,RUPAT UTARA,6632,6160,12792
1408040,BENGKALIS,37063,35537,72600
1408050,BANTAN,18420,17646,36066
1409,ROKAN HILIR,283758,268675,552433
1409010,TANAH PUTIH,29654,27765,57419
1409011,PUJUD,32647,30772,63419
1409012,TANAH PUTIH TANJUNG MELAWAN,6114,6011,12125
1409013,RANTAU KOPAR,2887,2769,5656
1409020,BAGAN SINEMBAH,67708,64540,132248
1409021,SIMPANG KANAN,13301,12416,25717
1409030,KUBU,19699,18669,38368
1409031,PASIR LIMAU KAPAS,16974,16122,33096
1409040,BANGKO,42432,40157,82589
1409041,SINABOI,5671,5243,10914
1409042,BATU HAMPAR,3733,3489,7222
1409050,RIMBA MELINTANG,16508,15876,32384
1409051,BANGKO PUSAKO,26430,24846,51276
1410,KEPULAUAN MERANTI,90577,85794,176371
1410010,TEBING TINGGI BARAT,8048,7198,15246
1410020,TEBING TINGGI,33799,32017,65816
1410030,RANGSANG,13712,12626,26338
1410040,RANGSANG BARAT,12540,12373,24913
1410050,MERBAU,22478,21580,44058
1471,KOTA PEKANBARU,459533,444369,903902
1471010,TAMPAN,87758,85402,173160
1471011,PAYUNG SEKAKI,43306,42178,85484
1471020,BUKIT RAYA,49773,45567,95340
1471021,MARPOYAN DAMAI,64452,60884,125336
1471022,TENAYAN RAYA,63233,60083,123316
1471030,LIMAPULUH,20380,21252,41632
1471040,SAIL,10340,10680,21020
1471050,PEKANBARU KOTA,12546,12456,25002
1471060,SUKAJADI,23382,24341,47723
1471070,SENAPELAN,17694,18538,36232
1471080,RUMBAI,33670,31218,64888
1471081,RUMBAI PESISIR ,32999,31770,64769
1473,KOTA DUMAI,131781,122556,254337
1473010,BUKIT KAPUR,19968,18140,38108
1473011,MEDANG KAMPAI,5428,4782,10210
1473012,SUNGAI SEMBILAN,14449,13047,27496
1473020,DUMAI BARAT,46228,43848,90076
1473030,DUMAI TIMUR,45708,42739,88447
1500,JAMBI,1578338,1510280,3088618
1501,KERINCI,114406,114981,229387
1501010,GUNUNG RAYA,6890,7037,13927
1501020,BATANG MERANGIN,8662,8324,16986
1501030,KELILING DANAU,10585,11407,21992
1501040,DANAU KERINCI,7791,7898,15689
1501050,SITINJAU LAUT,6838,7102,13940
1501070,AIR HANGAT,9487,10085,19572
1501071,AIR HANGAT TIMUR,8515,8765,17280
1501072,DEPATI VII,6931,7434,14365
1501080,GUNUNG KERINCI,5952,5667,11619
1501081,SIULAK,15449,15219,30668
1501090,KAYU ARO,20039,19291,39330
1501091,GUNUNG TUJUH,7267,6752,14019
1502,MERANGIN,172308,163742,336050
1502010,JANGKAT,4598,4323,8921
1502011,SUNGAI TENANG,4669,4375,9044
1502020,MUARA SIAU,4787,4568,9355
1502021,LEMBAH MASURAI,10579,9299,19878
1502022,TIANG PUMPUNG,2312,2215,4527
1502030,PAMENANG,16256,15751,32007
1502031,PAMENANG BARAT,8049,7720,15769
1502032,RENAH PAMENANG ,6853,6577,13430
1502033,PAMENANG SELATAN,4969,4623,9592
1502040,BANGKO,23472,22242,45714
1502041,BANGKO BARAT,5555,5083,10638
1502042,NALO TANTAN,6214,5682,11896
1502043,BATANG MASUMAI,4767,4762,9529
1502050,SUNGAI MANAU,4703,4847,9550
1502051,RENAH PEMBARAP,6079,5971,12050
1502052,PANGKALAN JAMBU,3063,3085,6148
1502060,TABIR,14067,13753,27820
1502061,TABIR ULU,4160,4173,8333
1502062,TABIR SELATAN,13763,12621,26384
1502063,TABIR ILIR,5024,4591,9615
1502064,TABIR TIMUR,3829,3555,7384
1502065,TABIR LINTAS,3829,3521,7350
1502066,MARGO TABIR,6580,6272,12852
1502067,TABIR BARAT,4131,4133,8264
